content,final_sentiment,baseline_aspect_category,tweet_type,clean_tweet,quadruplet,triplet_label,len_clean_tweet
"Shopee Express lg gercep bngt ya, tumben. J&amp;T malah stuck pdhl paket urg udh sampe Dps dari tgl 14😭 gaada tanda2 apapun sampe skrg. Sad.",negative,website&apps; produk;,SUBJECTIVE,"Shopee Express lg gercep bngt ya, tumben. J&amp;T malah stuck pdhl paket urg udh sampe Dps dari tgl gaada tanda2 apapun sampe skrg. Sad.","(shopee express, lg gercep bgt ya, positive, delivery)","(shopee express, lg gercep bgt ya, positive)",24
@tanyakanrl aku pake shopee hemat sama jnt reguler masa duluan shopee hemat dateng,negative,produk;,SUBJECTIVE, aku pake shopee hemat sama jnt reguler masa duluan shopee hemat dateng,"(shopee hemat, masa duluan shopee hemat dateng, positive, delivery)","(shopee hemat, masa duluan shopee hemat dateng, positive)",12
@tanyakanrl Kalo mau beli second jangan di toko oren atau lainya. Coba di market place FB atau olx  Biar lebih aman dan bisa cek barang bener bener,positive,delivery; produk;,SUBJECTIVE, Kalo mau beli second jangan di toko oren atau lainya. Coba di market place FB atau olx Biar lebih aman dan bisa cek barang bener bener,"(beli second, biar lebih aman, negative, produk); (olx, aman, positive, produk)","(beli second, biar lebih aman, negative);(olx, aman, positive)",26
"Gw bingung banget baca kalimat ini, ternyata maksudnya “Murz, upgrade nih menu buka puasanya shopee” 😩",neutral,produk;,SUBJECTIVE,"Gw bingung banget baca kalimat ini, ternyata maksudnya Murz, upgrade nih menu buka puasanya shopee","(shopee, Gw bingung banget baca kalimat ini, negative, produk)","(shopee, gw bingung banget baca kalimat ini, negative)",15
@bliblidotcom semuanya min yakali ga 2 day,negative,price; produk;,SUBJECTIVE, semuanya min yakali ga day,"(day, yakali, negative, produk)","(day, yakali, negative)",5
"@AREAJULID Mau cari inspirasi, rep isinya shopee aff,  Malah jadi capek blokirin akun",negative,produk;,SUBJECTIVE," Mau cari inspirasi, rep isinya shopee aff, Malah jadi capek blokirin akun","(shopee aff, capek blokirin akun, negative, website&apps)","(shopee aff, capek blokirin akun, negative)",12
"@deeep_seaaaa @sosmedkeras Kalo pake shopee express cepet bgt sih asli dlm seminggu ini aku udh 3x beli di syopi dan 2hr setelah co bener2 udh sampe rumah, pdhl jabar-jateng, tangerang-jateng,",negative,payment; produk;,SUBJECTIVE," Kalo pake shopee express cepet bgt sih asli dlm seminggu ini aku udh x beli di syopi dan hr setelah co bener2 udh sampe rumah, pdhl jabar-jateng, tangerang-jateng,","(shopee express, cepet bgt sih, positive, delivery)","(shopee express, cepet bgt sih, positive)",28
Emg paling bener gk ush buka shopee jam segini,negative,website&apps; produk;,SUBJECTIVE,Emg paling bener gk ush buka shopee jam segini,"(shopee, gk usah buka, negative, website&apps)","(shopee, gk usah buka, negative)",9
"@helmhondagratis @sosmedkeras Aku seller Shopee syg, udh kenyang diomelin custom paket telat sampe Kadang jnt input resi di drop point juga lama sekalii🥲",negative,produk;,SUBJECTIVE," Aku seller Shopee syg, udh kenyang diomelin custom paket telat sampe Kadang jnt input resi di drop point juga lama sekalii","(seller shopee, custom paket telat, negative, delivery)","(seller shopee, custom paket telat, negative)",21
Demi allah gue baru tau omg ada di dandan TRUS KMRN GUE CO DI SHOPEE BUAT APAAN YA ALLAAAAAHHHHH 😭 semoga nyampe hari rabu pls 😭,negative,produk;,SUBJECTIVE,Demi allah gue baru tau omg ada di dandan TRUS KMRN GUE CO DI SHOPEE BUAT APAAN YA ALLAAAAAHHHHH semoga nyampe hari rabu pls,"(co di shopee, buat apaan ya, negative, website&apps)","(co di shopee, buat apaan ya, negative)",24
"Cari Baju Impor Bekas di TikTok hingga Shopee Makin Susah, Ini 4 Faktanya https://t.co/htYQf0uj0P",negative,produk;,SUBJECTIVE,"Cari Baju Impor Bekas di TikTok hingga Shopee Makin Susah, Ini Faktanya","(baju impor, makin susah, negative, produk)","(baju impor, makin susah, negative)",12
"Kalo kalian lebih sering pesen makanan di Grab Food, Go Food atau Shopee Food?  Btw Traveloka Eats masih hidup ga ya? WKWKWKWK",neutral,produk;,SUBJECTIVE,"Kalo kalian lebih sering pesen makanan di Grab Food, Go Food atau Shopee Food? Btw Traveloka Eats masih hidup ga ya? WKWKWKWK","(Traveloka Eats, masih hidup gak ya, negative, website&apps)","(traveloka eats, masih hidup gak ya, negative)",22
Mau cv koin shopee 2.122 no fee ada gak sih ya Allah 😭,neutral,delivery; produk;,SUBJECTIVE,Mau cv koin shopee no fee ada gak sih ya Allah,"(koin shopee, no fee, negative, website&apps)","(koin shopee, no fee, negative)",11
Gue kaget pas lihat Shopee kok saldo Spay gue tiba² jadi 144 rb pdhl sebelumnya 66 rb eh pas gue lihat ternyata dari pesenan mukena gue yang di batalin gara² udah lewat batas pengiriman padahl gue co udah dari tgl 4 anjay Rada kesel yah:),negative,produk;,SUBJECTIVE,Gue kaget pas lihat Shopee kok saldo Spay gue tiba jadi rb pdhl sebelumnya rb eh pas gue lihat ternyata dari pesenan mukena gue yang di batalin gara udah lewat batas pengiriman padahl gue co udah dari tgl anjay Rada kesel yah,"(spay, di batalin gara udah lewat batas pengiriman, negative, delivery)","(spay, di batalin gara udah lewat batas pengiriman, negative)",42
gaji belum turun itu keranjang shopee udah mau meledak si gua liat2,negative,price; produk;,SUBJECTIVE,gaji belum turun itu keranjang shopee udah mau meledak si gua liat2,"(gaji belum turun, keranjang shopee udah mau meledak, negative, website&apps)","(gaji belum turun, keranjang shopee udah mau meledak, negative)",12
"@wawannder @sbtcon Aku ga freeong extra ka+aku jarang nerima keep-an jd dibiarin aja available produknya, kebanyakan yg co shopee export -s",neutral,delivery; customerservice; price; produk;,SUBJECTIVE," Aku ga freeong extra ka+aku jarang nerima keep-an jd dibiarin aja available produknya, kebanyakan yg co shopee export -s","(freeong, kebanyakan shopee export, positive, produk)","(freeong, kebanyakan shopee export, positive)",19
@elmariachimmm Ak ngecek di shopee size chartnya 41 panjangnya cuma 25.5 cm boooooo gak standar,neutral,produk;,SUBJECTIVE, Ak ngecek di shopee size chartnya panjangnya cuma cm boooooo gak standar,"(_, gak standar, negative, produk)","(_, gak standar, negative)",12
"@collegemenfess JANGAN, MENDING BELI LAPTOP BEKAS DI SHOPEE BANYAK  katingku kmrn beli 800k bisa dipake skripsian sampe lulus lus cumlaude meskipun emang harus ngestok kesabaran",negative,produk;,SUBJECTIVE," JANGAN, MENDING BELI LAPTOP BEKAS DI SHOPEE BANYAK katingku kmrn beli k bisa dipake skripsian sampe lulus lus cumlaude meskipun emang harus ngestok kesabaran","(beli laptop bekas, shopee banyak, positive, produk)","(beli laptop bekas, shopee banyak, positive)",24
@discountfess aku pake shopee xpress aman2 aja buat skrg,negative,produk;,SUBJECTIVE, aku pake shopee xpress aman2 aja buat skrg,"(shopee xpress, aman2 aja buat sekarang, positive, delivery)","(shopee xpress, aman2 aja buat sekarang, positive)",8
"@bliblidotcom bola ubi aja dehh, soalnya sisanya itu kesukaan gue hehe",neutral,produk;,SUBJECTIVE," bola ubi aja dehh, soalnya sisanya itu kesukaan gue hehe","(bola ubi, kesukaan gue hehe, positive, produk)","(bola ubi, kesukaan gue hehe, positive)",10
pengiriman shopee lg lamban ya huft 😔,negative,price; produk;,SUBJECTIVE,pengiriman shopee lg lamban ya huft,"(shopee, pengiriman shopee lg lamban ya, negative, delivery)","(shopee, pengiriman shopee lg lamban ya, negative)",6
"@odotbro @Bintang37949073 @woahbaejin @tanyakanrl Koreksi, sebenernya itu abang gojek, yg pakai jaket grab, dan kehabisan bensin waktu nganter orderan shopee food",negative,produk;,SUBJECTIVE," Koreksi, sebenernya itu abang gojek, yg pakai jaket grab, dan kehabisan bensin waktu nganter orderan shopee food","(shopee food, kehabisan bensin waktu nganter orderan, negative, delivery)","(shopee food, kehabisan bensin waktu nganter orderan, negative)",17
@bliblidotcom Nastar soalnya tiga nastar sama dengan sepiring nasi 😭,neutral,produk;,SUBJECTIVE, Nastar soalnya tiga nastar sama dengan sepiring nasi,"(nastar, sama dengan sepiring nasi, positive, produk)","(nastar, sama dengan sepiring nasi, positive)",8
"@kurawa Waahhhh emg udh siap perangg kek nya, awas nanti pkek baju shopee",negative,produk;,SUBJECTIVE," Waahhhh emg udh siap perangg kek nya, awas nanti pkek baju shopee","(baju shopee, udah siap perang keknya, negative, website&apps)","(baju shopee, udah siap perang keknya, negative)",12
"@blcxkie @tanyakanrl bisa banget ambil di drop point, aku lebih sering ambil sendiri, soalnya kadang ga ada org dirumah. di shopee ada pilihan sambil sendiri tu",negative,payment; produk;,SUBJECTIVE," bisa banget ambil di drop point, aku lebih sering ambil sendiri, soalnya kadang ga ada org dirumah. di shopee ada pilihan sambil sendiri tu","(drop point, kadang ga ada org, negative, delivery)","(drop point, kadang ga ada org, negative)",24
"kalau gua co shopee hari ini, bakal terlambat dtg ga ya paketnya",negative,produk;,SUBJECTIVE,"kalau gua co shopee hari ini, bakal terlambat dtg ga ya paketnya","(_, bakal terlambat dtg, negative, delivery)","(_, bakal terlambat dtg, negative)",12
"sama racun Shopee aja aku gampang percaya, apalagi sama omonganmu.",negative,produk;,SUBJECTIVE,"sama racun Shopee aja aku gampang percaya, apalagi sama omonganmu.","(Shopee, gampang percaya, negative, produk)","(shopee, gampang percaya, negative)",10
@crankygvrl Kak temen aq bilang kl jadi aff harus akun shopee non toko ya? Bner gk,negative,produk;,SUBJECTIVE, Kak temen aq bilang kl jadi aff harus akun shopee non toko ya? Bner gk,"(aff, harus akun shopee non toko, negative, website&apps)","(aff, harus akun shopee non toko, negative)",15
"@crytalittes yaudah deh, mirip mbmb shopee curiga jd BA shopee",neutral,payment; produk;,SUBJECTIVE," yaudah deh, mirip mbmb shopee curiga jd BA shopee","(shopee, curiga jadi BA shopee, negative, produk)","(shopee, curiga jadi ba shopee, negative)",9
"@llamayeou klo itunya gamasalah sbnrny, cmn kan aku jdinya unboxnya msih lama.. sedangkan di shopee hrus klik pesanan diterima segera kan...",negative,produk;,SUBJECTIVE," klo itunya gamasalah sbnrny, cmn kan aku jdinya unboxnya msih lama.. sedangkan di shopee hrus klik pesanan diterima segera kan...","(_, harus klik pesanan diterima, negative, website&apps)","(_, harus klik pesanan diterima, negative)",20
"sumpah, alasan gue ga co shopee di akhir bulan ini sebenernya mikirin mereka soalnya bakalan ngira bakalan membludak banget. dan ternyata bener. untung gue tipe yang belanjaga dadakan, masih punya baju baru yang belum di pakai buat lebaran. sisanya beli di mall aja.",neutral,produk;,SUBJECTIVE,"sumpah, alasan gue ga co shopee di akhir bulan ini sebenernya mikirin mereka soalnya bakalan ngira bakalan membludak banget. dan ternyata bener. untung gue tipe yang belanjaga dadakan, masih punya baju baru yang belum di pakai buat lebaran. sisanya beli di mall aja.","(co shopee, membludak banget, negative, website&apps)","(co shopee, membludak banget, negative)",43
bersyukur bgt hari ini dapet buyer sat set sat set lgsg co shopee ga ribet minta vidcon atau nanya2 gajelas huhu,negative,produk;,SUBJECTIVE,bersyukur bgt hari ini dapet buyer sat set sat set lgsg co shopee ga ribet minta vidcon atau nanya2 gajelas huhu,"(buyer sat set, bersyukur bgt, positive, produk)","(buyer sat set, bersyukur bgt, positive)",21
"@vmerican0 @trapxbyna Coba cari aja di shopee, ada yg jual crack annya kok. Tapi gak semua bisa ketarik yaa.",negative,customerservice; produk;,SUBJECTIVE," Coba cari aja di shopee, ada yg jual crack annya kok. Tapi gak semua bisa ketarik yaa.","(shopee, ada yg jual crack annya, positive, produk)","(shopee, ada yg jual crack annya, positive)",17
Shopee xpress bnr2 yaa paket ak dr tgl 25 blm smpaii aja lg🥊🥊😭😭,negative,delivery; produk;,SUBJECTIVE,Shopee xpress bnr2 yaa paket ak dr tgl blm smpaii aja lg,"(shopee express, blm sampaii aja lg, negative, delivery)","(shopee express, blm sampaii aja lg, negative)",12
"Kemaren beli baju lebaran. Pake kurir shopee exp. Biasanya ini jakir yg paling lama sampenya, tp tdk dgn hr itu Check out sabtu dateng hr minggu. Ternyata abangnya ngejar lebaran 😭",negative,produk;,SUBJECTIVE,"Kemaren beli baju lebaran. Pake kurir shopee exp. Biasanya ini jakir yg paling lama sampenya, tp tdk dgn hr itu Check out sabtu dateng hr minggu. Ternyata abangnya ngejar lebaran","(baju lebaran, check out sabtu dateng hr minggu, positive, delivery)","(baju lebaran, check out sabtu dateng hr minggu, positive)",30
"@ohmybeautybank banyak nder di shopee, murah murah bgt, secondhand sih, tapi good quality kok👍🏻",neutral,produk;,SUBJECTIVE," banyak nder di shopee, murah murah bgt, secondhand sih, tapi good quality kok","(shopee, tapi good quality kok, positive, produk)","(shopee, tapi good quality kok, positive)",13
"@bliblidotcom 1432, kadang putri salju tuh terlalu manis+berantakan bgt makannyaa",neutral,produk;,SUBJECTIVE," , kadang putri salju tuh terlalu manis+berantakan bgt makannyaa","(putri salju, terlalu manis+berantakan, negative, produk)","(putri salju, terlalu manis+berantakan, negative)",9
@bliblidotcom Yang kolnya keluar keluar trus agak gosong,negative,customerservice; produk;,SUBJECTIVE, Yang kolnya keluar keluar trus agak gosong,"(_, agak gosong, negative, produk)","(_, agak gosong, negative)",7
"@cheolhanfairy ini aku beli shopee, namanya kotak penyimpanan disini https://t.co/yWewRHdCfa lagi diskon",neutral,payment; produk;,SUBJECTIVE," ini aku beli shopee, namanya kotak penyimpanan disini lagi diskon","(kotak penyimapanan, lagi diskon, positive, price)","(kotak penyimapanan, lagi diskon, positive)",10
Apa cuma aku si yang selalu ngecek harga di tiktokshop sama shopee... perasaan gak lebi murah juga plus ribet bener pake TTS nih.. pas lagi live blg ad ptongan harga sekian..lah di shopee g usa live aja harganya segitu jg 🤣🤣,neutral,produk;,SUBJECTIVE,Apa cuma aku si yang selalu ngecek harga di tiktokshop sama shopee... perasaan gak lebi murah juga plus ribet bener pake TTS nih.. pas lagi live blg ad ptongan harga sekian..lah di shopee g usa live aja harganya segitu jg,"(tiktokshop sama shopee, perasaan gak lebi murah, negative, price)","(tiktokshop sama shopee, perasaan gak lebi murah, negative)",40
@BlibliCare @Ljeje @bliblidotcom @ecommurz Gk nyambung. Org tny ap jawabnya ap. Baca lg pertanyaan saya.   Lagian kok bs org lain login ke akun blibli Jesselyn pdhl Jesselyn gk pernah ksi kode otp/ap gt ? Brarti blibli ini ga ad two factor authentication gt ya. Login lsg login aja?,negative,produk;,SUBJECTIVE, Gk nyambung. Org tny ap jawabnya ap. Baca lg pertanyaan saya. Lagian kok bs org lain login ke akun blibli Jesselyn pdhl Jesselyn gk pernah ksi kode otp/ap gt ? Brarti blibli ini ga ad two factor authentication gt ya. Login lsg login aja?,"(blibli, ga ada two factor authentication, negative, website&apps)","(blibli, ga ada two factor authentication, negative)",44
@bliblidotcom BAKWAN GEMUK SOALNYA DALEM NYA FLUFFY EKEKKEEK 😻,neutral,produk;,SUBJECTIVE, BAKWAN GEMUK SOALNYA DALEM NYA FLUFFY EKEKKEEK,"(bakwan gemuk, dalem nya fluffy, positive, produk)","(bakwan gemuk, dalem nya fluffy, positive)",7
"@KiyaiNusantara @tanyarlfes maaf sebelumnya pak, tapi ini baru sekedar 'pacar' bukan suami, emang saling membantu itu gak dilarang, itu pun boleh kalo ke pacar tapi apa harus sampe ke shopee? kalau dia emang lagi butuh seharusnya ya dia usaha sendiri, kenapa harus ke pacarnya? seharusnya malu laki-laki-",negative,produk;,SUBJECTIVE," maaf sebelumnya pak, tapi ini baru sekedar 'pacar' bukan suami, emang saling membantu itu gak dilarang, itu pun boleh kalo ke pacar tapi apa harus sampe ke shopee? kalau dia emang lagi butuh seharusnya ya dia usaha sendiri, kenapa harus ke pacarnya? seharusnya malu laki-laki-","(shopee, malu laki-laki, negative, website&apps)","(shopee, malu laki-laki, negative)",45
@sbtcon lahh???? kenapatuhh gabisa full shopee trus dp harus 80%? WKWKWKWKWKWK,negative,produk;,SUBJECTIVE, lahh???? kenapatuhh gabisa full shopee trus dp harus %? WKWKWKWKWKWK,"(shopee, dp harus %, negative, website&apps)","(shopee, dp harus %, negative)",10
"faedah banget anjir, ngubek-ngubek shopee abis 600mb tapi gak ada hasil, sekalinya ada pas mau co malah keduluan orang lain 😭",neutral,produk;,SUBJECTIVE,"faedah banget anjir, ngubek-ngubek shopee abis mb tapi gak ada hasil, sekalinya ada pas mau co malah keduluan orang lain","(shopee, keduluan orang lain, negative, produk)","(shopee, keduluan orang lain, negative)",20
"@anfaahdoank @pejalanlamban_ @tanyakanrl menurutku kalo tiap pengembalian lgsg kirim di kolom diskusi juga tuh bukti2 yang kita punya, kan ada shopee sebagai penengahnya. biasanya seller malah takut buat macem2, pengalamanku sellernya di chat kekeuh berkelit tp pas dichat di kolom diskusi lgsg diproses",negative,produk;,SUBJECTIVE," menurutku kalo tiap pengembalian lgsg kirim di kolom diskusi juga tuh bukti2 yang kita punya, kan ada shopee sebagai penengahnya. biasanya seller malah takut buat macem2, pengalamanku sellernya di chat kekeuh berkelit tp pas dichat di kolom diskusi lgsg diproses","(shopee, di chat kekeuh berkelit, negative, produk)","(shopee, di chat kekeuh berkelit, negative)",40
@bliblidotcom Nastar. Gue kurang suka teksturnya aja emang,neutral,produk;,SUBJECTIVE, Nastar. Gue kurang suka teksturnya aja emang,"(nastar, suka teksturnya, positive, produk)","(nastar, suka teksturnya, positive)",7
pengajuan pengembalian dana aing ditolak shopee woeey kesel bgt padahal barang ngga sesuai astaghfirulah😠,negative,produk;,SUBJECTIVE,pengajuan pengembalian dana aing ditolak shopee woeey kesel bgt padahal barang ngga sesuai astaghfirulah,"(shopee, barang ngga sesuai, negative, produk)","(shopee, barang ngga sesuai, negative)",14
@convomfs Samaaa nderr dibales kalau aku tidur abis sahur Pas aku bangun dari siang ke malem ga dibales bales Malah online terus di Shopee Gatau mungkin dia lagi mengejar flash sale 🤡🤡 Tapi lama lama kesel banget sih,negative,website&apps; produk;,SUBJECTIVE, Samaaa nderr dibales kalau aku tidur abis sahur Pas aku bangun dari siang ke malem ga dibales bales Malah online terus di Shopee Gatau mungkin dia lagi mengejar flash sale Tapi lama lama kesel banget sih,"(shopee, ga dibales, negative, website&apps)","(shopee, ga dibales, negative)",36
@manatsu_1993 @inionaaa @KediriFess Tapi rekom beli di shopee ga ditawarin macem macem wkwk,neutral,produk;,SUBJECTIVE, Tapi rekom beli di shopee ga ditawarin macem macem wkwk,"(_, rekom beli di shopee, positive, website&apps)","(_, rekom beli di shopee, positive)",10
"Puas aku cari, air fryer microwave memang takde ek.. kat shopee ade air fryer oven je haha tak pasti sama ke idok",neutral,payment; produk;,SUBJECTIVE,"Puas aku cari, air fryer microwave memang takde ek.. kat shopee ade air fryer oven je haha tak pasti sama ke idok","(air fryer microwave, memang tak de, negative, produk)","(air fryer microwave, memang tak de, negative)",22
Nderr spill shopee nya nder mau silahturahmi😡,neutral,produk;,SUBJECTIVE,Nderr spill shopee nya nder mau silahturahmi,"(spill shopee, mau silaturahmi, positive, produk)","(spill shopee, mau silaturahmi, positive)",7
"Ngumpulin 2000 koin shopee berbulan bulan, ngabisinnya gk sampe 2 detik😓",negative,produk;,SUBJECTIVE,"Ngumpulin koin shopee berbulan bulan, ngabisinnya gk sampe detik","(koin shopee, ngabisinnya gk sampe detik, negative, website&apps)","(koin shopee, ngabisinnya gk sampe detik, negative)",9
Cape bgt seharian scroll shopee nyariin kebutuhan lebaran sekeluarga.,negative,produk;,SUBJECTIVE,Cape bgt seharian scroll shopee nyariin kebutuhan lebaran sekeluarga.,"(shopee, Cape bgt seharian scroll shopee, negative, produk)","(shopee, cape bgt seharian scroll shopee, negative)",9
Ini shopee thr. coba gak pakai template shopee biar gak di ambil satu orang aja huhu https://t.co/2k0vGZpf22,negative,payment; produk;,SUBJECTIVE,Ini shopee thr. coba gak pakai template shopee biar gak di ambil satu orang aja huhu,"(shopee thr, coba gak pakai template, negative, website&apps)","(shopee thr, coba gak pakai template, negative)",16
"@ysieonni Kak maap salpok, ku baru tau Shopee bsa tampilan hitam, gmna caranya? 😭",negative,produk;,SUBJECTIVE," Kak maap salpok, ku baru tau Shopee bsa tampilan hitam, gmna caranya?","(shopee, bsa tampil;an hitam, positive, website&apps)","(shopee, bsa tampil;an hitam, positive)",12
"ini seller shopee knp weh, aktif tp gabales chat😭😭",negative,produk;,SUBJECTIVE,"ini seller shopee knp weh, aktif tp gabales chat","(seller shopee, aktif tp gabales chat, negative, costumerservice)","(seller shopee, aktif tp gabales chat, negative)",9
@magmalaya Shopee pay later pun sama. Lmbt bayar dia punya call berkali2.,negative,produk;,SUBJECTIVE, Shopee pay later pun sama. Lmbt bayar dia punya call berkali2.,"(shopee pay later, lmbt bayar dia, negative, payment)","(shopee pay later, lmbt bayar dia, negative)",11
"@ohmybeautybank pengeenn, tapi di shopee udah pada abisss nangiisss",negative,produk;,SUBJECTIVE," pengeenn, tapi di shopee udah pada abisss nangiisss","(_, udah pada abisss, negative, produk)","(_, udah pada abisss, negative)",8
@chickenjune25 Makanya... Masalahnya sampe sekarang engga ada yang reach out ini dan IG maupun shopee mereka engga ada balas laporan aku. Sebel sama takut ya Allah,negative,produk;,SUBJECTIVE, Makanya... Masalahnya sampe sekarang engga ada yang reach out ini dan IG maupun shopee mereka engga ada balas laporan aku. Sebel sama takut ya Allah,"(shopee, engga ada balasan laporan aku, negative, customerservice)","(shopee, engga ada balasan laporan aku, negative)",25
ada katanya di shopee mueheheheheheh,neutral,produk;,SUBJECTIVE,ada katanya di shopee mueheheheheheh,"(_, ada katanya di shopee, positive, website&apps)","(_, ada katanya di shopee, positive)",5
"@abyasata Widih, cepat banget sampainya? Pasti bukan pake shopee express hemat 🤩",negative,produk;,SUBJECTIVE," Widih, cepat banget sampainya? Pasti bukan pake shopee express hemat","(shopee express hemat, pasti bukan pake, negative, delivery)","(shopee express hemat, pasti bukan pake, negative)",10
@sanaimpurities Na shopee msmkkkkkkkkk,negative,delivery; price; produk;,SUBJECTIVE, Na shopee msmkkkkkkkkk,"(shopee, msmkkkkk, negative, website&apps)","(shopee, msmkkkkk, negative)",3
"Ksl, ekspedisi @jntexpressid lamanya minta ampun. Paket dari tanggal 4 april sampe skrg belum nyampe. Mana respon adminnya cm template.  Dibandingin sama ekspedisi shopee express-nya @ShopeeID beh, jauh bgt ketinggalannya. Di SE dipesan tanggal 10, skrg udah sampe di kota tujuan.",negative,produk;,SUBJECTIVE,"Ksl, ekspedisi lamanya minta ampun. Paket dari tanggal april sampe skrg belum nyampe. Mana respon adminnya cm template. Dibandingin sama ekspedisi shopee express-nya beh, jauh bgt ketinggalannya. Di SE dipesan tanggal , skrg udah sampe di kota tujuan.","(shopee express, Di SE dipesan tanggal skrg udah sampe di kota tujuan, positive, delivery)","(shopee express, di se dipesan tanggal skrg udah sampe di kota tujuan, positive)",38
tak dpt login acc shopee lama,negative,produk;,SUBJECTIVE,tak dpt login acc shopee lama,"(shopee, tak dpt login acc shopee lama, negative, website&apps)","(shopee, tak dpt login acc shopee lama, negative)",6
seller shopee bener-bener harus nahan emosi:) ngejanjiin dikirim dari tanggal 13 sampe sekarang ga dikirim-kirim padahal official store:),negative,customerservice; produk;,SUBJECTIVE,seller shopee bener-bener harus nahan emosi ngejanjiin dikirim dari tanggal sampe sekarang ga dikirim-kirim padahal official store,"(_, sampe sekarang ga dikirim-kirim, negative, delivery)","(_, sampe sekarang ga dikirim-kirim, negative)",17
"pengen pesen barang di shopee karna butuh bgt tapi udah menjelang lebaran, kasian kurir-kurir yang nganterin.. tapi penting banget.. beli di offline harganya 2x lipatzzz asdfghjkl",negative,delivery; produk;,SUBJECTIVE,"pengen pesen barang di shopee karna butuh bgt tapi udah menjelang lebaran, kasian kurir-kurir yang nganterin.. tapi penting banget.. beli di offline harganya x lipatzzz asdfghjkl","(pesen barang, kasian kurir-kurir, negative, delivery)","(pesen barang, kasian kurir-kurir, negative)",26
Emang paling bener kalo udah jam segini jangan buka shopee 😭,negative,delivery; produk;,SUBJECTIVE,Emang paling bener kalo udah jam segini jangan buka shopee,"(shopee, jam segini jangan buka, negative, website&apps)","(shopee, jam segini jangan buka, negative)",10
abis cekot shopee semoga pas bangun udh sampe😔,neutral,website&apps; produk;,SUBJECTIVE,abis cekot shopee semoga pas bangun udh sampe,"(cekot shopee, pas bangun udh sampe, positive, delivery)","(cekot shopee, pas bangun udh sampe, positive)",8
@bliblidotcom KLEPONN sgt aneh dilidah gue,neutral,price; produk;,SUBJECTIVE, KLEPONN sgt aneh dilidah gue,"(klepon, aneh dilidah gue, negative, produk)","(klepon, aneh dilidah gue, negative)",5
Beli semuanya di shopeeeee Shopee dua belas dua belaaasss  Emang bangke ni syopi,negative,price; produk;,SUBJECTIVE,Beli semuanya di shopeeeee Shopee dua belas dua belaaasss Emang bangke ni syopi,"(shopee, Emang bangke ni syopi, negative, website&apps)","(shopee, emang bangke ni syopi, negative)",13
"@Mileakawe @ohmybeautybank ih jahat bgt, alhamdulilah kmren sempet tertarik tp gajadi beli itu,tp harusnya bisa dilaporin ke shopee gasi kak, aku liat kok shopeenya masih, at least akunnya ilang sih biar nextnya gabisa beroperasi",negative,produk;,SUBJECTIVE," ih jahat bgt, alhamdulilah kmren sempet tertarik tp gajadi beli itu,tp harusnya bisa dilaporin ke shopee gasi kak, aku liat kok shopeenya masih, at least akunnya ilang sih biar nextnya gabisa beroperasi","(shopee, harusnya bisa dilaporin ke shopee, positive, costumerservice)","(shopee, harusnya bisa dilaporin ke shopee, positive)",32
aku punya excited ni klau beli casing 100 kali ada dok buka shopee tu tgk bila nk “out for delivery” 🤣,neutral,produk;,SUBJECTIVE,aku punya excited ni klau beli casing kali ada dok buka shopee tu tgk bila nk out for delivery,"(casing, excited, positive, produk)","(casing, excited, positive)",19
"@sbtcon Biasanya kaya gitu emang salah nempel resi ,kalau ngajuin pengembalian dana di shopee ,dana nyaa balik ke buyer mu nder tapi kamu malah kamu ngk dapet apa2 ,kamu nyaa rugi nderr,mending minta tanggung jawab ke ekspedisi nyaa nder tapi biasanya agak ribet",negative,produk;,SUBJECTIVE," Biasanya kaya gitu emang salah nempel resi ,kalau ngajuin pengembalian dana di shopee ,dana nyaa balik ke buyer mu nder tapi kamu malah kamu ngk dapet apa2 ,kamu nyaa rugi nderr,mending minta tanggung jawab ke ekspedisi nyaa nder tapi biasanya agak ribet","(pengembalian dana, rugi nderr, negative, payment)","(pengembalian dana, rugi nderr, negative)",42
"Shopee food ni problem la. Kalau takde driver bagi jela cancel. Dahla benda lapar, pastu dah 30 minit kot still xde driver, tp still x cancel. Amende la standby la mat button tu",negative,produk;,SUBJECTIVE,"Shopee food ni problem la. Kalau takde driver bagi jela cancel. Dahla benda lapar, pastu dah minit kot still xde driver, tp still x cancel. Amende la standby la mat button tu","(shopee food, ni problem la, negative, website&apps)","(shopee food, ni problem la, negative)",32
shopee express ni kurirnya gmn anjayy gajelasss,negative,produk;,SUBJECTIVE,shopee express ni kurirnya gmn anjayy gajelasss,"(shopee express, kurirnya gmn anjayy gajelasss, negative, delivery)","(shopee express, kurirnya gmn anjayy gajelasss, negative)",7
mau tidur lebih awal tp lsg inget kalo aku blm klaim voc mistery box shopee😭,negative,produk;,SUBJECTIVE,mau tidur lebih awal tp lsg inget kalo aku blm klaim voc mistery box shopee,"(voc mistery box shopee, lsg inget, positive, website&apps)","(voc mistery box shopee, lsg inget, positive)",15
