aoriginal_id,content,final_sentiment,baseline_aspect_category,tweet_type,clean_tweet,quadruplet,corrected_quadruplet,postprocess_quad
1.6486088565395497e+18,@bliblidotcom onde2 krna rasanya aneh sekali,negative,produk;,SUBJECTIVE,onde2 krna rasanya aneh sekali,"(onde2, rasanya aneh sekali, negative, produk)","(onde2, rasanya aneh sekali, negative, produk)","(onde2,rasanya aneh sekali,negative,produk)"
1.64861e+18,@bliblidotcom tipis sih soalnya mateng dan kriuk,positive,produk;,SUBJECTIVE,tipis sih soalnya mateng dan kriuk,"(_, mateng dan kriuk, positive, negative)","(_, tipis sih, negative, produk);(_, kriuk, positive, produk);(_, mateng, positive, produk)","(_,tipis sih,negative,produk);(_,kriuk,positive,produk);(_,mateng,positive,produk)"
1.6484184820050903e+18,"@discountfess Biasa kl aku di shopee point, ga prnh ke agen krn ga ada di daerahku jg",neutral,produk;,SUBJECTIVE,"biasa kl aku di shopee point, ga prnh ke agen krn ga ada di daerahku jg","(shopee point, ga pernah ke agen, positive, website&apps)","(shopee point, ga pernah ke agen, positive, website&apps)","(shopee point,ga prnh ke agen,positive,website&apps)"
1.6484175904512492e+18,"@sbtcon SAMAA BGTTT PLIS aku ada buyer gini, padahal aku udah jual pcku murah tp dia gamau bayar adm shopee  padahal udah aku kasi free packing🥲",negative,produk;,SUBJECTIVE,"samaa bgttt plis aku ada buyer gini, padahal aku udah jual pcku murah tp dia gamau bayar adm shopee padahal udah aku kasi free packing","(pc, gamau bayar adm shopee, negative, produk)","(adm shopee, gamau bayar , negative, payment);(free packing, udah aku kasi, positive, delivery)","(adm shopee,gamau bayar,negative,payment);(free packing,udah aku kasi,positive,delivery)"
1.648416995950592e+18,"@tanyarlfes di shopee ada, hampir 2jt",negative,produk;,SUBJECTIVE,"di shopee ada, hampir jt","(_. di shopee ada, positive, website&apps)","(shopee, ada, positive, website&apps)","(shopee,ada,positive,website&apps)"
1.6484132175537848e+18,Liat video unboxing album aja jadi pengen co 😂 padahal business proposal hypenya udah lewat.   Paling bener emang uninstall shopee dan toped wkwk,negative,produk;,SUBJECTIVE,liat video unboxing album aja jadi pengen co padahal business proposal hypenya udah lewat. paling bener emang uninstall shopee dan toped wkwk,"(video unboxing album, pengen co, positive, produk)","(video unboxing album, pengen co, positive, produk);(business proposal, hypenya udah lewat, negative, produk);(uninstall shopee, paling bener, negative, website&apps);(uninstall toped, paling bener, negative, website&apps)","(video unboxing album,pengen co,positive,produk);(business proposal,hypenya udah lewat,negative,produk);(uninstall shopee,paling bener,negative,website&apps);(uninstall toped,paling bener,negative,website&apps)"
1.648413066995077e+18,"@jntexpressid paket saya nyasar. sdh cek titik koordinat dr foto bukti pengiriman shopee, terkirim bukan ke alamat yg seharusnya. bgmn solusinya ya?",negative,produk;,SUBJECTIVE,"paket saya nyasar. sdh cek titik koordinat dr foto bukti pengiriman shopee, terkirim bukan ke alamat yg seharusnya. bgmn solusinya ya?","(paket, nyasar, negative, delivery)","(paket, nyasar, negative, delivery);(paket, terkirim bukan ke alamat yg seharusnya, negative, delivery)","(paket,nyasar,negative,delivery);(paket,terkirim bukan ke alamat yg seharusnya,negative,delivery)"
1.6484113591667343e+18,@Igemwoya1 @ohmybeautybank Bangett😭 gatau knp di shopee gelap bgt🥲,negative,produk;,SUBJECTIVE,bangett gatau knp di shopee gelap bgt,"(shopee, gelap bgt, negative, website&apps)","(shopee, gelap bgt, negative, website&apps)","(shopee,gelap bgt,negative,website&apps)"
1.648113735939281e+18,nungguin page shopee ngload smpe ketiduran itu epic wkwkwk,negative,produk;,SUBJECTIVE,nungguin page shopee ngload smpe ketiduran itu epic wkwkwk,"(shopee, nungguin page, negative, website&apps)","(page, sampe ketiduran, negative, website&apps)","(page,smpe ketiduran,negative,website&apps)"
1.6481120470188974e+18,"@erlsat kl shopee kaya lama nyampenya, mau cpt:(",neutral,website&apps; payment; produk;,SUBJECTIVE,"kl shopee kaya lama nyampenya, mau cpt","(shopee, lama nyampenya, negative, delivery)","(shopee, lama nyampenya, negative, delivery)","(shopee,lama nyampenya,negative,delivery)"
1.6481113051429724e+18,kenapa candu skali liat shopee di’?,neutral,delivery; produk;,SUBJECTIVE,kenapa candu skali liat shopee di?,"(shopee, candu skali, positive, website&apps)","(shopee, candu skali, positive, website&apps)","(shopee,candu skali,positive,website&apps)"
1.6481065187752387e+18,"@discountfess Kalo ada pake shopee xpress aja kak, cepet sampenya itu nggak tau kenapa keknya kejar target",negative,produk;,SUBJECTIVE,"kalo ada pake shopee xpress aja kak, cepet sampenya itu nggak tau kenapa keknya kejar target","(shopee xpress, cepet sampenya, positive, delivery)","(shopee xpress, cepet sampenya, positive, delivery)","(shopee xpress,cepet sampenya,positive,delivery)"
1.6485731908039803e+18,@bliblidotcom duh..bingung mana yg mau dieliminasi..😅  https://t.co/TmkaTNiwHC,neutral,payment; produk;,SUBJECTIVE,duh..bingung mana yg mau dieliminasi..,"(_, bingung mana yang mau dieleminasi, negative, produk)","(dieleminasi, bingung mana , negative, produk)","(dieliminasi,duhbingung mana,negative,produk)"
1.6485683528085217e+18,@bliblidotcom Selalu merasa kurang #PirtinyiinSidirhini,neutral,produk;,SUBJECTIVE,selalu merasa kurang,"(_, merasa kurang, negative, customerservice)","(_, merasa kurang, negative, produk)","(_,merasa kurang,negative,produk)"
1.6485674773062735e+18,@bliblidotcom klepon belakangan ini dapet nya yang gula nya utuh mulu,positive,produk;,SUBJECTIVE,klepon belakangan ini dapet nya yang gula nya utuh mulu,"(klepon, dapetnya yang gula nya utuh, negative, produk)","(klepon, gula nya utuh, negative, produk)","(klepon,gula nya utuh,negative,produk)"
1.648556652692484e+18,"@SeaAscella @bliblidotcom Iya loh, dari keempatnya mending eliminasi klepon, paling kurang rasanya dari keempatnya",negative,delivery; produk;,SUBJECTIVE,"iya loh, dari keempatnya mending eliminasi klepon, paling kurang rasanya dari keempatnya","(klepon, paling kurang rasanya, negative, produk)","(klepon, paling kurang rasanya, negative, produk)","(klepon,paling kurang rasanya,negative,produk)"
1.648105236203176e+18,@discountfess Lu kejar target member shopee kah nder? Wkwk,neutral,website&apps; produk;,SUBJECTIVE,lu kejar target member shopee kah nder? wkwk,"(member shopee, kejar target, negative, website&apps)","(member shopee, kejar target, negative, website&apps)","(member shopee,kejar target,negative,website&apps)"
1.6481032232686223e+18,@moonareas Coyy?!?? Modelan kek gini di shopee ada gxx?,negative,payment; produk;,SUBJECTIVE,coyy?!?? modelan kek gini di shopee ada gxx?,"(_. di shopee ada, negative, produk)","(modelan, ada gxx, neutral, produk)","(modelan,ada gxx,neutral,produk)"
1.6481022370661253e+18,"Langganan pake jnt karena biasanya jnt super cepet nganternya, dan begitu kemarin nganter nya lama, langsung tau kalo mereka lagi overload ...   Akhirnya sementara pake shopee xpress dulu ... Alhamdulillah mendingan ... Untung kemarin kue nya sampe tujuan tepat waktu 😭",negative,price; produk;,SUBJECTIVE,"langganan pake jnt karena biasanya jnt super cepet nganternya, dan begitu kemarin nganter nya lama, langsung tau kalo mereka lagi overload ... akhirnya sementara pake shopee xpress dulu ... alhamdulillah mendingan ... untung kemarin kue nya sampe tujuan tepat waktu","(jnt, nganter nya lama, negative, delivery); (shopee xpress, alhamdulillah mendingan, positive, delivery)","(jnt, super cepet nganternya, positive, delivery);(jnt, nganter nya lama, negative, delivery);(jnt, lagi overload, negative, delivery);(shopee xpress, alhamdulillah mendingan, positive, delivery);(kue nya, tepat waktu, positive, delivery)","(jnt,super cepet nganternya,positive,delivery);(jnt,nganter nya lama,negative,delivery);(jnt,lagi overload,negative,delivery);(shopee xpress,alhamdulillah mendingan,positive,delivery);(kue nya,tepat waktu,positive,delivery)"
1.648099168810926e+18,Cek shopee nya dari Bantul. Ga kaget sih model2an begitu dari bantul banyak wkwkwkwkkwkwkw,neutral,website&apps; produk;,SUBJECTIVE,cek shopee nya dari bantul. ga kaget sih model2an begitu dari bantul banyak wkwkwkwkkwkwkw,"(_. model2an begitud ari bantul banyak, positive, produk)","(model2an begitu, dari bantul banyak, positive, produk)","(model2an begitu,dari bantul banyak,positive,produk)"
1.6480988277470904e+18,Haha kenapa kalo pagi pagi buka shopee atau hal yang menggiurkan suka langsung di checkout ;),neutral,produk;,SUBJECTIVE,haha kenapa kalo pagi pagi buka shopee atau hal yang menggiurkan suka langsung di checkout,"(hal yang menggiurkan, langsung di checkout, positive, produk)","(hal yang menggiurkan, langsung di checkout, positive, produk)","(hal yang menggiurkan,langsung di checkout,positive,produk)"
1.6480956258950963e+18,@sbtcon aku yg ngejual pc gak kepikiran ada admn shopee be like 🙂🙂 “oh ada potongan ya di shopee”,negative,produk;,SUBJECTIVE,aku yg ngejual pc gak kepikiran ada admn shopee be like oh ada potongan ya di shopee,"(pc, gak kepikiran ada admn shopee, negative, website&apps)","(adm shopee, gak kepikira, negative, payment);(shopee, ada potongannya, negative, payment)","(ada shopee,gak kepikiran,negative,payment);(shopee,ada potongan,negative,payment)"
1.648095603795329e+18,"salah banget co barang di shopee gak buru-buru ganti jasa kirim, jadi kepilih sianjay, harusnyaa shopee express😴 semoga gak lelet dah",negative,produk;,SUBJECTIVE,"salah banget co barang di shopee gak buru-buru ganti jasa kirim, jadi kepilih sianjay, harusnyaa shopee express semoga gak lelet dah","(barang, buru-buru ganti jasa kirim, negative, delivery)","(co barang, salah banget, negative, produk);(sianjay, semoga gak lelet, negative, delivery)","(co barang,salah banget,negative,produk);(sianjay,semoga gak lelet,negative,delivery)"
1.648094837621817e+18,@discountfess kl dirmh akuu shopee express ngebutt bgt. sesama jabodetabek kdg pagi2 udah sampaiiii,negative,delivery; produk;,SUBJECTIVE,kl dirmh akuu shopee express ngebutt bgt. sesama jabodetabek kdg pagi2 udah sampaiiii,"(shopee express, ngebutt bgt, positive, delivery)","(shopee express, ngebutt bgt, positive, delivery);(shopee express, pagi2 udah sampaiii, positive, delivery)","(shopee express,ngebutt bgt,positive,delivery);(shopee express,pagi2 udah sampaiiii,positive,delivery)"
1.648093961133916e+18,"udh nyampee kemaren sore, shopee express besttt💗  udh takut ga nyampe soalnya 2 hari statusnya masi dikemas, untung belinya di sby jadi cepet nyampenya",negative,price; produk;,SUBJECTIVE,"udh nyampee kemaren sore, shopee express besttt udh takut ga nyampe soalnya hari statusnya masi dikemas, untung belinya di sby jadi cepet nyampenya","(shopee express, bestt, positive, delivery)","(shopee express, bestt, positive, delivery);(shopee express, cepet nyampenya, positive, delivery)","(shopee express,besttt,positive,delivery);(shopee express,cepet nyampenya,positive,delivery)"
1.6480936604274767e+18,"Dah boleh start block semua yang dalam list ni.  Diorang start topic controversial, letak link shopee, pastu mute conversation, orang lain yang lebih² gaduh.  Halal ke pendapatan diorang ni?",negative,delivery; website&apps; produk;,SUBJECTIVE,"dah boleh start block semua yang dalam list ni. diorang start topic controversial, letak link shopee, pastu mute conversation, orang lain yang lebih gaduh. halal ke pendapatan diorang ni?","(link shopee, orang lain yang lebih gaduh, negative, website&apps)","(list ni, block semua, negative, produk);(orang lain, lebih gaduh, negative, produk)","(list ni,block semua,negative,produk);(orang lain,lebih gaduh,negative,produk)"
1.648093123279741e+18,Kyknya gratis ongkir lagi dimatiin ya sama shopee sementara waktu 😂,negative,produk;,SUBJECTIVE,kyknya gratis ongkir lagi dimatiin ya sama shopee sementara waktu,"(gratis ongkir, lagi dimatiin, negative, price)","(gratis ongkir, lagi dimatiin, negative, delivery)","(gratis ongkir,lagi dimatiin,negative,delivery)"
1.64808871900468e+18,"@diary_gojek Saya Driver ojol juga ,kalo pesan via Tokopedia/shopee buat kirim barang selalu nanya ke driver kena biaya parkir gak",negative,price; produk;,SUBJECTIVE,"saya driver ojol juga ,kalo pesan via tokopedia/shopee buat kirim barang selalu nanya ke driver kena biaya parkir gak","(biaya parkir, kena biaya, negative, price)","(via tokopedia, kena biaya parkir, negative, delivery);(via shopee, kena biaya, negative, delivery)","(via kena,kena biaya parkir,negative,delivery);(via saya,kena biaya,negative,delivery)"
1.6484890073771827e+18,"@bliblidotcom Elim nastar, udh eneg tiap tahun bikin pesenan",neutral,delivery; payment; produk;,SUBJECTIVE,"elim nastar, udh eneg tiap tahun bikin pesenan","(elim naster, tiap tahun bikin pesenan, positive, produk)","(naster, eneg, positive, produk)","(nastar,eneg,positive,produk)"
1.648087492804092e+18,"@banjarbase Aku nyobai shopee express yg kirim ke agen, 3 hari aja sampai dah paketnya. Biasanya pakai ini lambat dtg pas hari biasa",negative,produk;,SUBJECTIVE,"aku nyobai shopee express yg kirim ke agen, hari aja sampai dah paketnya. biasanya pakai ini lambat dtg pas hari biasa","(shopee express, biasanya pakai ini lambat dtg, negative, delivery)","(shopee express, hari aja sampai, positive, delivery);(shopee express, lambat dtg, negative, delivery)","(shopee express,hari aja sampai,positive,delivery);(shopee express,lambat dtg,negative,delivery)"
1.6480872882185175e+18,Gw cuma takut ngak bisa buka shopee.. Karna masih punya tanggungan disana,negative,produk;,SUBJECTIVE,gw cuma takut ngak bisa buka shopee.. karna masih punya tanggungan disana,"(shopee, takut nggak bisa buka, negative, website&apps)","(shopee, takut nggak bisa buka, negative, website&apps)","(shopee,takut ngak bisa buka,negative,website&apps)"
1.6480871158368335e+18,"Zerasha kasihan banget sih lu tapi proud of kalle yang enggak bisa marah ke zerasha but ANJ- DAPAT COWOK SPEK GINI DIMANAAAA?! ADA GAK SEHH DI SHOPEE , MAU ATUU PLESSS",negative,produk;,SUBJECTIVE,"zerasha kasihan banget sih lu tapi proud of kalle yang enggak bisa marah ke zerasha but anj- dapat cowok spek gini dimanaaaa?! ada gak sehh di shopee , mau atuu plesss","(cowok spek gini, ada gak seh di shopee, positive, produk)","(cowok spek gini, ada gak seh di shopee, positive, produk)","(cowok spek gini,ada gak sih di shopee,positive,produk)"
1.6480861781666363e+18,ALHAMDULLILLAH BARANG DAH SAMPAI DEKAT SHOPEE RUMAH,negative,produk;,SUBJECTIVE,alhamdullillah barang dah sampai dekat shopee rumah,"(barang, dah sampai dekat, positive, delivery)","(barang, dah sampai, positive, delivery)","(barang,dah sampai,positive,delivery)"
1.6480851752498176e+18,"@discountfess shopee express duh, ga sampe 3 hariii pdhal jkt - mdr",negative,produk;,SUBJECTIVE,"shopee express duh, ga sampe hariii pdhal jkt - mdr","(shopee express, ga sampe hariii pdhl jkt, negative, delivery)","(shopee express, ga sampe hariii, positive, delivery)","(shopee express,ga sampe hariii,positive,delivery)"
1.6480850635638863e+18,kzl bgt sama kreator shopee suka nyolongin konten orang! Mana saya suka lupa ngasih watermark 😭,positive,website&apps; payment; produk;,SUBJECTIVE,kzl bgt sama kreator shopee suka nyolongin konten orang! mana saya suka lupa ngasih watermark,"(shopee, suka nyolong konten orang, negative, website&apps)","(kreator shopee, suka nyolongin konten, negative, produk)","(kreator shopee,suka nyolongin konten,negative,produk)"
1.648084210371154e+18,"pengen pesen barang di shopee karna butuh bgt tapi udah menjelang lebaran, kasian kurir-kurir yang nganterin.. tapi penting banget.. beli di offline harganya 2x lipatzzz asdfghjkl",negative,delivery; produk;,SUBJECTIVE,"pengen pesen barang di shopee karna butuh bgt tapi udah menjelang lebaran, kasian kurir-kurir yang nganterin.. tapi penting banget.. beli di offline harganya x lipatzzz asdfghjkl","(pesen barang, kasian kurir-kurir, negative, delivery)","(kurir-kurir, kasian, negative, delivery);(beli di offline, harganya x lipatzzz, negative, price)","(kurirkurir,kasian,negative,delivery);(beli di offline,harganya x lipatzzz,negative,price)"
1.6480841699967713e+18,@AlinYalauw Sama gw mesen nya di tgl 7 jugak mulai ngerasa aneh kok nggak dateng2 pas gw cari di Twitter eh ternyata Overload kesian jugak. Paket gw bukan yg buat lebaran juga tapi klo misal belum dateng2 barang nya klik perpanjang garansi shopee kan?,negative,price; produk;,SUBJECTIVE,sama gw mesen nya di tgl jugak mulai ngerasa aneh kok nggak dateng2 pas gw cari di twitter eh ternyata overload kesian jugak. paket gw bukan yg buat lebaran juga tapi klo misal belum dateng2 barang nya klik perpanjang garansi shopee kan?,"(paket, overload, negative, delivery)","(mesen, nggak dateng2, negative, delivery);(paket, overload, negative, delivery)","(mesen,nggak dateng2,negative,delivery);(paket,overload,negative,delivery)"
1.6480841322480353e+18,"shopee kenapaaa, beli pulsa ngga masuk2",negative,price; produk;,SUBJECTIVE,"shopee kenapaaa, beli pulsa ngga masuk2","(shopee, beli pulsa ngga masuk2, negative, website&apps)","(pulsa, ngga masuk2, negative, produk)","(pulsa,ngga masuk2,negative,produk)"
1.6480841148039332e+18,@woozitambun di shopee masih suka ada gak siu,negative,produk;,SUBJECTIVE,di shopee masih suka ada gak siu,"(shopee, suka ada, positive, produk)","(shopee, suka ada, positive, website&apps)","(shopee,suka ada,positive,website&apps)"
1.6480836109589583e+18,Kalau Shopee Xpress gak ada pergerakan tapi tau-tau paket sedang diantar ke alamat tujuan wkwk,negative,produk;,SUBJECTIVE,kalau shopee xpress gak ada pergerakan tapi tau-tau paket sedang diantar ke alamat tujuan wkwk,"(shopee express, tau-tau paket sedang dianter, positive, delivery)","(shopee express, tau-tau paket sedang dianter, positive, delivery)","(shopee xpress,tautau paket sedang diantar,positive,delivery)"
1.6480807131227215e+18,"YaAllah abang shopee xpress nganter paket w jam 12 malem, sedih bgt w… kasian tp emg lg butuh barangnya tp kasian bgt😢😢 @ShopeeID cara ngasih tip ke driver gmn yaa?",negative,produk;,SUBJECTIVE,"yaallah abang shopee xpress nganter paket w jam malem, sedih bgt w kasian tp emg lg butuh barangnya tp kasian bgt cara ngasih tip ke driver gmn yaa?","(shopee xpress, kasian bgt, negative, delivery)","(shopee xpress, kasian bgt, negative, delivery)","(shopee xpress,kasian bgt,negative,delivery)"
1.64808063887514e+18,hiks kecewa banget sama shopee express 😭 @ShopeePay_ID udah seminggu stts paketku nge stuck. paket yg lain udah pada nyampe pdhl yang lain lebih lambat pesannya,negative,produk;,SUBJECTIVE,hiks kecewa banget sama shopee express udah seminggu stts paketku nge stuck. paket yg lain udah pada nyampe pdhl yang lain lebih lambat pesannya,"(shopee express, paketku nge stuck, negative, delivery)","(shopee express, paketku nge stuck, negative, delivery);(paket yg lain, udah pada nyampe, positive, delivery)","(shopee express,paketku nge stuck,negative,delivery);(paket yg lain,udah pada nyampe,positive,delivery)"
1.648080409878737e+18,@discountfess shopee express 2 hari nyampe,negative,produk;,SUBJECTIVE,shopee express hari nyampe,"(shopee express, hari nyampe, positive, delivery)","(shopee express, hari nyampe, positive, delivery)","(shopee express,hari nyampe,positive,delivery)"
1.6480797403084472e+18,@Shopee__ID Enak banget,positive,produk;,SUBJECTIVE,enak banget,"(_, enak banget, positive, produk)","(_, enak banget, positive, produk)","(_,enak banget,positive,produk)"
1.6484003133580902e+18,"@bliblidotcom Mau beli kue ulang tahun aja min, itu penting sih min",negative,customerservice; payment; price; produk;,SUBJECTIVE,"mau beli kue ulang tahun aja min, itu penting sih min","(kue ulang tahun, itu penting, positive, produk)","(kue ulang tahun, itu penting, positive, produk)","(kue ulang tahun,itu penting,positive,produk)"
1.6483618197766144e+18,@mooncakepa @bliblidotcom @samsungID Anjiirrrr 🤣 dimute sama folowernya itu,neutral,produk;,SUBJECTIVE,anjiirrrr dimute sama folowernya itu,"(_. dimute sama followernya, negative, website&apps)","(followernya, dimute, negative, website&apps)","(folowernya,dimute,negative,website&apps)"
1.6480790115816817e+18,@tanyakanrl Di shopee ada tuh tp modelny nanti file gt,neutral,produk;,SUBJECTIVE,di shopee ada tuh tp modelny nanti file gt,"(_, di shopee ada tuh, positive, produk)","(shopee , ada tuh, positive, website&apps)","(shopee,ada tuh,positive,website&apps)"
1.6480783115816796e+18,"shopee menguji kesabaran yg lagi setipis tisu ini, sial.",negative,delivery; produk;,SUBJECTIVE,"shopee menguji kesabaran yg lagi setipis tisu ini, sial.","(shopee, menguji kesabaran, negative, website&apps)","(shopee, menguji kesabaran, negative, website&apps)","(shopee,menguji kesabaran,negative,website&apps)"
1.648077978738512e+18,"@tanyakanrl bagus dari review nya , btw nder kalau mau beli. yg gua aja kalau minat. gua beli di official store nya yg di shopee, itu ga kepake. soalnya lama bgt pengirimannya, dari china.  gua keburu beli di ibox, masih segel u green nya belom dipake",negative,produk;,SUBJECTIVE,"bagus dari review nya , btw nder kalau mau beli. yg gua aja kalau minat. gua beli di official store nya yg di shopee, itu ga kepake. soalnya lama bgt pengirimannya, dari china. gua keburu beli di ibox, masih segel u green nya belom dipake","(_, bagus dari reviewnya, positive, produk)","(reviewnya, bagus, positive, produk);(pengirimannya, lama bgt, negative, delivery)","(review,bagus,positive,produk);(pengirimannya,lama bgt,negative,delivery)"
1.648077690614993e+18,"@siskaag04 @sicepat_ekspres sama kak, emang aneh ini berdua @ShopeeID @ShopeeCare @sicepat_ekspres seenaknya bgt, bisa2nya ganti2 ongkos kirim di tengah jalan.  alasannya jg ga masuk akal, berat berubah lah, alamat berubah lah. Emg disengaja mau NGAMBIL duit penjual. bikin RUGI jualan di shopee pake sicepat",negative,produk;,SUBJECTIVE,"sama kak, emang aneh ini berdua seenaknya bgt, bisa2nya ganti2 ongkos kirim di tengah jalan. alasannya jg ga masuk akal, berat berubah lah, alamat berubah lah. emg disengaja mau ngambil duit penjual. bikin rugi jualan di shopee pake sicepat","(shopee, seenaknya bgt, negative, website&apps)","(ongkos kirim, bisa2nya ganti2, negative, delivery);(alasannya, ga masuk akal, negative, delivery);(alamat, berubah, negative, delivery);(duit penjual, mau ngambil, negative, payment);(sicepat, bikin rugi, negative, delivery)","(ongkos kirim,bisa2nya ganti2,negative,delivery);(alasannya,ga masuk akal,negative,delivery);(alamat,berubah,negative,delivery);(duit penjual,mau ngambil,negative,payment);(sicepat,bikin rugi,negative,delivery)"
1.6480768592578068e+18,"@pinkirene91 yayyy hayuk kak 😆 mau trade shopee tgl 25.4 aja gak kak abis lebaran gituu?? soalnya ekspedisi sekarang juga overload, paketku ketahan lemot banget :&lt;",neutral,produk;,SUBJECTIVE,"yayyy hayuk kak mau trade shopee tgl aja gak kak abis lebaran gituu?? soalnya ekspedisi sekarang juga overload, paketku ketahan lemot banget :&lt;","(ekspedisi, sekarang juga overload, negative, delivery)","(ekspedisi, sekarang juga overload, negative, delivery);(paketku, ketahan lemot banget, negative, delivery)","(ekspedisi,sekarang juga overload,negative,delivery);(paketku,ketahan lemot banget,negative,delivery)"
1.6480767461206385e+18,"abs liat liat shopee, keranjang jd nambah gatau kapan dicheckoutinnya🫠",neutral,produk;,SUBJECTIVE,"abs liat liat shopee, keranjang jd nambah gatau kapan dicheckoutinnya","(_, nambah gatau kapan dicheckoutinnya, positive, produk)","(keranjang, jd nambah, positive, website&apps)","(keranjang,jd nambah,positive,website&apps)"
1.6480765190032876e+18,"@jogmfs ga bisa, lom perna beli disitu, biasa di shopee 50rban 😭",neutral,produk;,SUBJECTIVE,"ga bisa, lom perna beli disitu, biasa di shopee rban","(_, lom pernah beli disitu, negative, website&apps)","(beli , lom pernah, negative, website&apps)","(beli,lom perna,negative,website&apps)"
1.6480755259682488e+18,@banjarbase Mahal😭 aku tim shopee krinkle soalnya🤣,negative,produk;,SUBJECTIVE,mahal aku tim shopee krinkle soalnya,"(_, mahal, negative, produk)","(_, mahal, negative, price)","(_,mahal,negative,price)"
1.648075427947356e+18,"@discountfess Jangan ninja xpress, nge stuck paket gw jga lama bngt hampir seminggu. JNE cepet, gw kerja di bagian online shop biasanya liat paket JNE shopee tuh dikit jdi kemungkinan suka cepett gakan ada acara stuck stuck atau overload",negative,produk;,SUBJECTIVE,"jangan ninja xpress, nge stuck paket gw jga lama bngt hampir seminggu. jne cepet, gw kerja di bagian online shop biasanya liat paket jne shopee tuh dikit jdi kemungkinan suka cepett gakan ada acara stuck stuck atau overload","(ninja xpress, nge stuck paket gw, negative, delivery)","(ninja xpress, nge stuck paket gw, negative, delivery)","(ninja xpress,nge stuck paket gw,negative,delivery)"
1.6480753565938767e+18,"@eryghi_ @ShopeeCare Iya sama persis... Ini disuruh nunggu maksimal 3 hari, saya yakin setelah 3 hari pasti masih belum dicairkan... Dan harus lapor lagi... Harusnya kinerja Shopee mengenai dana yg tertahan ini bisa ditingkatkan lagi @ShopeeCare",neutral,produk;,SUBJECTIVE,"iya sama persis... ini disuruh nunggu maksimal hari, saya yakin setelah hari pasti masih belum dicairkan... dan harus lapor lagi... harusnya kinerja shopee mengenai dana yg tertahan ini bisa ditingkatkan lagi","(_, masih belum dicairkan, negative, website&apps)","(dana, masih belum dicairkan, negative, payment);(dana, harus lapor lagi, negative, customerservice);(kinerja shopee, ditingkatkan lagi, negative, customerservice)","(dana,masih belum dicairkan,negative,payment);(dana,harus lapor lagi,negative,customerservice);(kinerja shopee,ditingkatkan lagi,negative,customerservice)"
1.6480751982169375e+18,Padan lerrrrrrr Customer shopee tggu lebih 2 weeks haritu . Ah begini ghupernye 🤦🏻‍♀️ peninnnn,negative,produk;,SUBJECTIVE,padan lerrrrrrr customer shopee tggu lebih weeks haritu . ah begini ghupernye peninnnn,"(customer shopee, tggu lebih weeks, negative, delivery)","(customer shopee, tggu lebih weeks, negative, delivery)","(customer shopee,tggu lebih weeks,negative,delivery)"
1.6480747725160735e+18,"@sakinahsaad_mk Assalamualaikum,saya nak Tanya,link shopee affiliate tersebut ada tempoh expired dia tak?perlukah di tukar link promote khusus tersebut setiap selepas 7 hari? Atau memang link itu boleh digunakan untuk selamanya?thank in advance 😀",neutral,produk;,SUBJECTIVE,"assalamualaikum,saya nak tanya,link shopee affiliate tersebut ada tempoh expired dia tak?perlukah di tukar link promote khusus tersebut setiap selepas hari? atau memang link itu boleh digunakan untuk selamanya?thank in advance","(shopee affiliate, tempoh expired, negative, website&apps)","(shopee affiliate, tempoh expired, negative, website&apps)","(shopee affiliate,tempoh expired,negative,website&apps)"
1.6480746924132516e+18,@elmariachimmm Ak ngecek di shopee size chartnya 41 panjangnya cuma 25.5 cm boooooo gak standar,neutral,produk;,SUBJECTIVE,ak ngecek di shopee size chartnya panjangnya cuma cm boooooo gak standar,"(_, gak standar, negative, produk)","(size chartnya, gak standar, negative, produk)","(size chartnya,gak standar,negative,produk)"
1.6480740622442414e+18,@balaramm_ @UNSfess_ https://t.co/Y7Xkb6diIC  pokoknya sekitaran sini ada shopee express aku pernah ngambil paket disana,negative,delivery; produk;,SUBJECTIVE,pokoknya sekitaran sini ada shopee express aku pernah ngambil paket disana,"(_, pernah ngambil paket disana, positive, delivery)","(shopee express, sekitaran sini ada, positive, delivery);(shopee express, pernah ngambil paket, positive, delivery)","(shopee express,sekitaran sini ada,positive,delivery);(shopee express,pernah ngambil paket,positive,delivery)"
1.648074028622676e+18,"@sbtcon Gw klo dagang selalu inc packing, tpi klo inc adm susah cuyy. Nnti harga nya bisa berubah² klo dia minta dp dulu atau splitpay. Jdi maaf yah gw akan selalu nyantumin exc adm shopee. Mana adm shopee gw mahal lgi 7,2%. Setidaknya gw selalu nyaranin buat splitpay biar adm nya murah",neutral,produk;,SUBJECTIVE,"gw klo dagang selalu inc packing, tpi klo inc adm susah cuyy. nnti harga nya bisa berubah klo dia minta dp dulu atau splitpay. jdi maaf yah gw akan selalu nyantumin exc adm shopee. mana adm shopee gw mahal lgi %. setidaknya gw selalu nyaranin buat splitpay biar adm nya murah","(inc adm, susah cuyy, negative, delivery)","(dagang, selalu inc packing, positive, delivery);(dagang, inc adm, negative, payment);(adm shopee, mahal lg, negative, price)","(dagang,selalu inc packing,positive,delivery);(dagang,inc adm,negative,payment);(adm shopee,mahal lgi,negative,price)"
